CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS 
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (51537),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",MWF 09:15 AM - 10:20am,DOWD 208,"Clydesdale, Heather D",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51435),Basic Drawing,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (50257),Basic Drawing,"Beauty (Pathway), Arts",MW 08:00 AM - 10:20am,DOWD 314,"Eastburn, Jessica",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 30 (51858),Basic Drawing,"Beauty (Pathway), Arts",TR 08:30 AM - 10:50am,DOWD 314,"Kain, Kathryn",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (50264),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 11:00 AM - 1:20pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50258),Basic Painting,"Beauty (Pathway), Arts",MW 03:30 PM - 5:50pm,DOWD 320,"Detweiler, Robert K",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (50266),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 70 (50271),Graphic Design: Typography,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 01:00 PM - 3:20pm,DOWD 302,"Li, Qiuwen",4.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
ARTS 143 (50261),Intermediate Painting,"Beauty (Pathway), Arts",TR 02:00 PM - 4:20pm,DOWD 320,"Reynolds, Ryan Michael",5.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 9 (51643),Intro to Listening: Electronic,"Beauty (Pathway), Arts",MWF 11:45 AM - 12:50pm,MDF 231,"Ruviaro, Bruno Tucunduva",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (50672),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",TR 05:40 PM - 7:20pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
MUSC 189 (51650),Sacred Music and the Church,"Beauty (Pathway), Justice and the Arts (Pathway), Paradigm Shifts (Pathway), Religion Theology & Culture 2",TR 02:00 PM - 3:40pm,MDF 119,"Hanna-Weir, Scot Alan",5.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (50911),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
WGST 104 (51893),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MW 05:25 PM - 7:10pm,KENNA 107,"Sharangpani, Mukta H",5.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 75 (50087),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",MWF 09:15 AM - 10:20am,GRAHAM 163,"Day, Elizabeth B",4.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 106 (50080),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,HEAFEY 129,"Davila, Omar",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
CHST 138 (50081),Exceptional Child,"Children, Family, & Society (Pathway)",TR 02:00 PM - 3:40pm,OCONR 102,"Watson, Cary Margaret",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 172 (50806),Adolescent Development,"Children, Family, & Society (Pathway)",MWF 09:15 AM - 10:20am,ALMSC 120,"O'Brien, Barbara S",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
PSYC 178 (51676),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 122,"Read, Kirsten L",5.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
ANTH 6 (51529),Screen Time: Cultur/Film/Media,"Cinema Studies (Pathway), Cultures and Ideas 3",MWF 10:30 AM - 11:35am,GRAHAM 163,"Anderson, Ryan Bruce",4.00
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50045),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 02:15 PM - 3:45pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
COMM 30 Lab (50046),Digital Filmmaking Lab,"Cinema Studies (Pathway), Design Thinking (Pathway), Arts",W 04:00 PM - 5:30pm,VARI 132,"Silva, Fernando A.",N/A
